species,bill_length,bill_depth,flipper_length,body_mass,male_sex
Adelie,-0.8984590067363779,0.7809763569339857,-1.4755775417132793,-0.5972581246191013,True
Adelie,-0.8203074425876167,0.05773629310942858,-1.0669487586273283,-0.5319300499389834,False
Adelie,-0.6640043142900943,0.391539399489994,-0.33141694907261626,-1.2505388714202808,False
Adelie,-0.029022855581407565,0.1133701441728568,-0.24969119245542606,-0.18895765786836427,True
Adelie,-1.3673683916289463,0.1133701441728568,-0.4948684623069967,-0.989226572699809,False
Adelie,-0.859383224661998,1.8380195271391082,-0.7400457321585674,-0.7279142739793373,True
Adelie,-0.9375347888107591,0.2802716973631395,-1.4755775417132793,-0.7605783113193962,False
Adelie,-0.8789211156991872,1.2816810165048338,-0.33141694907261626,0.6113112569630804,True
Adelie,-1.875353558595896,0.4471732505534222,-0.4948684623069967,-0.95656253535975,True
Adelie,-0.3318601666578576,1.6154841228853973,-0.7400457321585674,0.05602262218207799,True
Adelie,-1.1524515902198533,-0.10916526008085216,-1.0669487586273283,-1.1852107967401628,True
Adelie,-1.1524515902198533,0.002102442046002326,-1.5573032983304695,-0.6625861992992192,True
Adelie,-0.029022855581407565,0.16900399523628504,-1.3938517850960892,-1.3158669461003987,False
Adelie,-0.029022855581407565,2.1718226335196715,-0.6583199755413771,-0.5319300499389834,True
Adelie,-0.029022855581407565,2.1161887824562453,-0.08623967922104563,0.2520068462224318,True
Adelie,-1.386906282666137,0.2802716973631395,-1.1486745152445186,-0.6625861992992192,False
Adelie,-0.976610570885139,0.9478779101242684,-0.33141694907261626,-0.989226572699809,False
Adelie,-0.23417071147190582,1.8936533782025344,-0.16796543583823584,0.38266299558266764,True
Adelie,-1.8167398854843255,0.6140748037437029,-0.24969119245542606,-1.1525467594001038,False
Adelie,0.4496554748297569,2.338724186709954,-0.4131427056898065,-0.009305452498039945,True
Adelie,-1.1524515902198533,0.5584409526802767,-2.047657838033611,-1.054554647379927,False
Adelie,-1.1719894812570426,0.7809763569339857,-1.5573032983304695,-0.7932423486594552,True
Adelie,-1.52367151992647,1.059145612251123,-0.8217714887757576,-0.5319300499389834,False
Adelie,-1.0743000260710909,0.4471732505534222,-1.1486745152445186,-0.33594582589862965,True
Adelie,-0.9570726798479497,-0.0535314090174259,-1.5573032983304695,-0.5319300499389834,True
Adelie,-0.029022855581407565,0.8922440590608401,-0.985223002010138,-0.5319300499389834,False
Adelie,-0.6053906411785224,0.1133701441728568,-1.312126028478899,-0.8585704233395731,True
Adelie,-0.6249285322157131,0.3359055484265658,-0.24969119245542606,-1.3158669461003987,False
Adelie,-1.1329136991826627,0.7253425058705595,-2.211109351267991,-0.18895765786836427,False
Adelie,-0.6249285322157131,0.8922440590608401,-0.24969119245542606,-0.33594582589862965,True
Adelie,-0.8203074425876167,0.1133701441728568,-1.72075481156485,-1.2505388714202808,False
Adelie,-0.029022855581407565,0.4471732505534222,-1.72075481156485,-0.40127390057874757,True
Adelie,-0.8203074425876167,0.1133701441728568,-0.9034972453929478,-1.1852107967401628,False
Adelie,-0.5467769680669519,0.8922440590608401,-0.24969119245542606,-0.40127390057874757,True
Adelie,-1.4259820647405181,-0.1647991111442804,-0.33141694907261626,-0.18895765786836427,False
Adelie,-0.8789211156991872,2.1161887824562453,-0.24969119245542606,-0.07463352717815788,True
Adelie,-0.9570726798479497,1.504216420758543,-0.7400457321585674,-0.33594582589862965,True
Adelie,-0.29278438458347633,0.6697086548071312,-1.5573032983304695,-0.8585704233395731,False
Adelie,-1.1915273722942332,1.1147794633145511,-1.4755775417132793,-1.1852107967401628,False
Adelie,-0.7616937694760462,1.0035117611876967,-1.2304002718617086,0.5786472196230215,True
Adelie,-1.4064441737033275,0.391539399489994,-1.3938517850960892,-1.3811950207805166,False
Adelie,-0.5663148591041425,0.6140748037437029,-0.33141694907261626,-0.40127390057874757,True
Adelie,-1.5041336288892795,0.6697086548071312,-1.0669487586273283,-1.4465230954606345,False
Adelie,0.07843554512314026,1.33731486756826,-0.24969119245542606,0.2520068462224318,True
Adelie,-1.3087547185173758,-0.2204329622077086,-1.1486745152445186,-1.5771792448208704,False
Adelie,-0.8007695515504261,0.8366102079974139,-0.7400457321585674,0.5133191449429035,True
Adelie,-0.5077011859925706,0.9478779101242684,-1.3938517850960892,-1.021890610039868,True
Adelie,-1.2110652633314238,0.8922440590608401,-1.6390290549476598,-1.6098432821609294,True
Adelie,-1.5041336288892795,0.3359055484265658,-0.7400457321585674,-0.989226572699809,False
Adelie,-0.2732464935462871,2.1718226335196715,-0.6583199755413771,-0.07463352717815788,True
Adelie,-0.8007695515504261,0.22463784629971129,-1.0669487586273283,-0.923898498019691,False
Adelie,-0.7030800963644742,0.8922440590608401,-0.9034972453929478,0.12135069686219592,True
Adelie,-1.699512539261183,0.3359055484265658,-0.7400457321585674,-0.989226572699809,False
Adelie,-0.3318601666578576,1.2260471654414056,0.07721183401333481,-0.20528967653839375,True
Adelie,-1.797201994447135,0.4471732505534222,-0.985223002010138,-1.7078353941811062,False
Adelie,-0.4490875128810001,0.7253425058705595,-0.6583199755413771,-0.6625861992992192,True
Adelie,-0.9179968977735685,0.1133701441728568,-1.0669487586273283,-0.8585704233395731,False
Adelie,-0.6053906411785224,0.8366102079974139,-0.4948684623069967,-0.5319300499389834,True
Adelie,-1.4064441737033275,-0.38733451539798935,-1.4755775417132793,-1.7731634688612241,False
Adelie,-1.1915273722942332,1.0035117611876967,-0.4131427056898065,-0.5972581246191013,True
Adelie,-1.56274730200085,-0.2204329622077086,-1.1486745152445186,-1.3811950207805166,False
Adelie,-0.46862540391819074,2.1161887824562453,-0.33141694907261626,0.2520068462224318,True
Adelie,-1.1915273722942332,-0.1647991111442804,-1.1486745152445186,-0.7932423486594552,False
Adelie,-0.5077011859925706,0.5028071016168485,-0.5765942189241869,-0.20528967653839375,True
Adelie,-1.4259820647405181,-0.10916526008085216,-1.2304002718617086,-1.7731634688612241,False
Adelie,-0.4100117308066188,0.391539399489994,-0.5765942189241869,-0.33594582589862965,True
Adelie,-1.6018230840752312,-0.6098699196517003,-0.33141694907261626,-1.119882722060045,False
Adelie,-0.5077011859925706,1.0035117611876967,-0.9034972453929478,-0.1399616018582758,True
Adelie,-1.52367151992647,-0.38733451539798935,-0.7400457321585674,-1.5118511701407524,False
Adelie,-0.3709359487322389,1.1704133143779774,-0.08623967922104563,0.3173349209025497,True
Adelie,-1.9925809048190384,0.9478779101242684,-0.7400457321585674,-0.7932423486594552,False
Adelie,-0.7812316605132354,0.6140748037437029,-0.7400457321585674,-0.40127390057874757,True
Adelie,-0.8007695515504261,-0.0535314090174259,-0.24969119245542606,-0.8585704233395731,False
Adelie,0.4105796927553756,0.8922440590608401,-0.16796543583823584,-0.07463352717815788,True
Adelie,-1.6018230840752312,0.1133701441728568,-0.7400457321585674,-0.6625861992992192,False
Adelie,-0.029022855581407565,0.6697086548071312,-0.33141694907261626,0.05602262218207799,True
Adelie,-0.5467769680669519,0.1133701441728568,-0.6583199755413771,-0.6625861992992192,False
Adelie,-1.2696789364429946,1.1704133143779774,-0.24969119245542606,-0.40127390057874757,True
Adelie,-1.465057846814898,-0.6655037707151266,-0.985223002010138,-0.18895765786836427,False
Adelie,-0.312322275620667,1.0035117611876967,-0.24969119245542606,-0.27061775121851167,True
Adelie,-1.777664103409944,0.1133701441728568,-0.8217714887757576,-1.3158669461003987,False
Adelie,-0.029022855581407565,0.16900399523628504,-0.24969119245542606,0.6439752943031394,True
Adelie,-1.3673683916289463,0.1133701441728568,-0.985223002010138,-0.5319300499389834,False
Adelie,-1.6799746482239923,1.1704133143779774,-0.24969119245542606,-0.009305452498039945,True
Adelie,-1.2501410454058053,0.2802716973631395,-0.6583199755413771,-0.18895765786836427,False
Adelie,-0.46862540391819074,1.6711179739488256,-0.24969119245542606,-0.8585704233395731,True
Adelie,-1.4455199557777088,0.1133701441728568,-0.7400457321585674,-0.5319300499389834,True
Adelie,-0.029022855581407565,0.7253425058705595,-0.8217714887757576,-0.923898498019691,False
Adelie,-1.0547621350339016,0.1133701441728568,-0.8217714887757576,-0.33594582589862965,True
Adelie,-0.9375347888107591,0.8366102079974139,-0.24969119245542606,-0.7932423486594552,False
Adelie,-1.56274730200085,0.391539399489994,0.24066334724771524,-0.18895765786836427,False
Adelie,-0.5077011859925706,0.4471732505534222,-0.24969119245542606,0.12135069686219592,True
Adelie,-1.8948914496330866,0.1133701441728568,-1.1486745152445186,-1.054554647379927,False
Adelie,-0.029022855581407565,0.4471732505534222,-1.0669487586273283,0.3173349209025497,True
Adelie,-1.465057846814898,0.1133701441728568,-0.985223002010138,-1.1852107967401628,False
Adelie,-0.5663148591041425,0.8922440590608401,-0.24969119245542606,0.12135069686219592,True
Adelie,-1.0938379171082815,0.7253425058705595,-0.7400457321585674,-0.18895765786836427,False
Adelie,-0.6640043142900943,0.6697086548071312,-0.24969119245542606,0.18667877154231385,True
Adelie,-2.0707324689677997,0.1133701441728568,-1.72075481156485,-1.7078353941811062,False
Adelie,-0.029022855581407565,0.6697086548071312,-0.5765942189241869,-0.1399616018582758,True
Adelie,-1.699512539261183,0.1133701441728568,-0.5765942189241869,-0.6299221619591603,False
Adelie,-0.5272390770297612,1.504216420758543,-0.24969119245542606,0.6766393316431983,True
Adelie,-1.1719894812570426,-0.7211376217785548,-1.312126028478899,-0.18895765786836427,False
Adelie,-1.1524515902198533,1.504216420758543,-0.24969119245542606,0.05602262218207799,True
Adelie,-1.1329136991826627,0.1133701441728568,-0.4948684623069967,-1.6751713568410473,False
Adelie,-0.029022855581407565,0.8922440590608401,-1.2304002718617086,-0.8585704233395731,True
Adelie,-0.9961484619223296,0.1133701441728568,-0.00451392260385541,-0.5972581246191013,False
Adelie,-1.0743000260710909,1.504216420758543,-0.24969119245542606,-0.40127390057874757,True
Adelie,-1.0938379171082815,-0.1647991111442804,-1.4755775417132793,-0.18895765786836427,False
Adelie,-0.09740547421157272,0.9478779101242684,-0.24969119245542606,0.7419674063233163,True
Adelie,-1.0938379171082815,0.1133701441728568,-0.08623967922104563,-0.49926601259892445,False
Adelie,-0.029022855581407565,1.6711179739488256,-0.6583199755413771,0.5133191449429035,True
Adelie,-0.7812316605132354,0.1133701441728568,-0.4948684623069967,-1.3158669461003987,False
Adelie,-0.29278438458347633,1.2260471654414056,-0.24969119245542606,0.08868665952213696,True
Adelie,-0.8007695515504261,1.8936533782025344,-0.6583199755413771,-0.18895765786836427,False
Adelie,-0.19509492939752454,0.5584409526802767,-0.24969119245542606,-0.1726256391983348,True
Adelie,-0.9961484619223296,0.1133701441728568,-0.9034972453929478,-1.7078353941811062,False
Adelie,-0.029022855581407565,1.78238567607568,-0.00451392260385541,-0.5645940872790424,True
Adelie,-1.56274730200085,0.1133701441728568,-0.8217714887757576,-1.119882722060045,False
Adelie,-0.5077011859925706,0.7253425058705595,-0.24969119245542606,-1.1525467594001038,True
Adelie,-1.465057846814898,-0.0535314090174259,-0.985223002010138,-0.18895765786836427,False
Adelie,-1.1719894812570426,1.3929487186316882,-0.24969119245542606,-0.923898498019691,True
Adelie,-0.6835422053272836,0.1133701441728568,-1.8842063247992304,-0.989226572699809,False
Adelie,-0.029022855581407565,0.6697086548071312,0.24066334724771524,-0.4339379379188065,True
Adelie,-1.6604367571868017,0.1133701441728568,-1.0669487586273283,-1.5118511701407524,False
Adelie,-0.6053906411785224,0.9478779101242684,-0.24969119245542606,-0.27061775121851167,True
Adelie,-0.9570726798479497,0.16900399523628504,-0.6583199755413771,-0.18895765786836427,False
Adelie,-0.42954962184380946,0.5584409526802767,-0.33141694907261626,0.12135069686219592,True
Adelie,-0.9179968977735685,-0.10916526008085216,-0.6583199755413771,-1.5118511701407524,False
Adelie,0.07843554512314026,0.391539399489994,0.894469400185237,-0.27061775121851167,True
Adelie,-1.0156863529595204,0.3359055484265658,-0.7400457321585674,-1.1525467594001038,False
Adelie,-0.11694336524876336,1.059145612251123,-0.16796543583823584,-0.923898498019691,True
Adelie,-1.347830500591757,0.6697086548071312,-0.4948684623069967,-0.923898498019691,False
Adelie,-1.2110652633314238,0.6697086548071312,-0.00451392260385541,0.3499989582426087,True
Adelie,-1.0938379171082815,0.16900399523628504,-0.985223002010138,-1.021890610039868,False
Adelie,-0.5077011859925706,0.1133701441728568,-0.7400457321585674,-0.40127390057874757,True
Adelie,-1.5822851930380406,0.1133701441728568,-0.6583199755413771,-1.3485309834404575,False
Adelie,-0.6835422053272836,1.5598502718219711,0.07721183401333481,-0.30328178855857063,True
Adelie,-1.3087547185173758,-0.4429683664614176,-1.1486745152445186,-1.054554647379927,False
Adelie,-0.7812316605132354,0.3359055484265658,-0.4948684623069967,0.05602262218207799,True
Adelie,-0.6835422053272836,-0.10916526008085216,-0.4948684623069967,-1.054554647379927,False
Adelie,-0.6053906411785224,-0.0535314090174259,-0.985223002010138,-0.95656253535975,True
Adelie,-2.266111379339703,-0.999306877095692,-0.9034972453929478,-1.5118511701407524,False
Adelie,-0.5858527501413318,-0.1647991111442804,-0.7400457321585674,-0.6299221619591603,True
Adelie,-1.2501410454058053,-0.27606681327113486,-0.5765942189241869,-1.5771792448208704,False
Adelie,-0.9179968977735685,0.7809763569339857,-1.1486745152445186,-0.7279142739793373,True
Adelie,-0.8789211156991872,0.7253425058705595,-0.7400457321585674,0.05602262218207799,True
Adelie,-1.386906282666137,0.6140748037437029,-1.2304002718617086,-0.95656253535975,False
Adelie,-1.5041336288892795,0.2802716973631395,-0.33141694907261626,-0.989226572699809,False
Adelie,-1.1524515902198533,0.4471732505534222,-0.4948684623069967,-0.5972581246191013,True
Adelie,-1.5041336288892795,-0.10916526008085216,-0.985223002010138,-0.6625861992992192,False
Adelie,-0.42954962184380946,0.6697086548071312,0.15893759063052504,-0.27061775121851167,True
Gentoo,0.4691933658669475,-2.2788854515545234,0.9761951568024272,0.38266299558266764,False
Gentoo,1.2311711163173713,-0.5542360685882721,2.528984532529041,1.950536787905498,True
Gentoo,0.9771785328338972,-1.7781807919836763,0.894469400185237,0.3173349209025497,False
Gentoo,1.2311711163173713,-1.1662084302859748,1.5482754531227587,1.950536787905498,True
Gentoo,0.7622617314248029,-1.5556453877299663,1.303098183271188,1.5585683398247905,True
Gentoo,0.5473449300157087,-2.1119838983642407,0.894469400185237,0.4479910702627856,False
Gentoo,0.3324281286066144,-1.5000115366665392,0.9761951568024272,0.7746314436633753,False
Gentoo,0.58642071209009,-1.1105745792225465,1.630001209739949,1.2972560411043188,True
Gentoo,-0.07786758317438347,-2.167617749427668,0.8127436435680467,0.2520068462224318,False
Gentoo,0.6059586031272792,-1.0549407281591192,1.303098183271188,1.2319279664242009,True
Gentoo,-0.5467769680669519,-2.0007161962373865,1.2213724266539978,0.5786472196230215,False
Gentoo,1.0357922059454678,-0.6655037707151266,1.3848239398883784,1.7545525638651442,True
Gentoo,0.3519660196438051,-2.0007161962373865,1.2213724266539978,0.5786472196230215,False
Gentoo,0.9185648597223253,-1.5000115366665392,1.1396466700368078,2.1465210119458518,True
Gentoo,0.4105796927553756,-1.5000115366665392,0.894469400185237,-0.009305452498039945,False
Gentoo,1.0944058790570383,-0.8880391749688374,1.4665496965055684,2.1465210119458518,True
Gentoo,-0.3318601666578576,-2.1119838983642407,0.894469400185237,-0.07463352717815788,False
Gentoo,1.074867988019849,-1.1662084302859748,1.7934527229743293,2.7344736840669133,True
Gentoo,0.48873125690413816,-1.5556453877299663,0.8127436435680467,0.7746314436633753,False
Gentoo,0.9771785328338972,-1.2218422813494019,1.8751784795915196,1.4932402651446726,True
Gentoo,1.2702468983917528,-1.666913089856821,1.5482754531227587,1.950536787905498,True
Gentoo,0.2738144554950439,-1.5556453877299663,1.303098183271188,1.0359437423838471,False
Gentoo,0.5473449300157087,-1.5556453877299663,1.1396466700368078,0.2520068462224318,False
Gentoo,0.5082691479413274,-0.8324053239054092,1.303098183271188,1.101271817063965,True
Gentoo,-0.15601914732314465,-2.334519302617951,1.303098183271188,1.0359437423838471,False
Gentoo,0.4691933658669475,-1.2218422813494019,1.303098183271188,1.166599891744083,True
Gentoo,0.15658710927190145,-1.666913089856821,1.3848239398883784,-0.1399616018582758,True
Gentoo,0.8013375134991828,-1.2774761324128292,1.303098183271188,1.88520871322538,True
Gentoo,0.8794890776479454,-1.666913089856821,0.894469400185237,0.5133191449429035,False
Gentoo,1.2311711163173713,-1.1105745792225465,1.7117269663571393,1.7545525638651442,True
Gentoo,0.7036480583132311,-1.1105745792225465,-0.24969119245542606,-0.18895765786836427,True
Gentoo,-0.029022855581407565,0.1133701441728568,0.8127436435680467,0.6439752943031394,False
Gentoo,0.2738144554950439,-1.5556453877299663,0.6492921303336664,1.101271817063965,False
Gentoo,3.1068086558876464,-0.1647991111442804,2.528984532529041,2.4078333106663234,True
Gentoo,1.0553300969826584,-1.3887438345396836,1.7117269663571393,1.2319279664242009,False
Gentoo,0.9185648597223253,-0.5542360685882721,1.7117269663571393,1.5585683398247905,True
Gentoo,-0.21463282043471518,-2.0007161962373865,1.1396466700368078,0.9706156677037291,False
Gentoo,0.1370492182347108,0.002102442046002326,1.630001209739949,1.3625841157844367,True
Gentoo,0.05889765408594962,-2.0563500473008136,0.7310178869508566,0.18667877154231385,False
Gentoo,0.9771785328338972,-0.8880391749688374,0.7310178869508566,1.4932402651446726,True
Gentoo,-0.19509492939752454,-2.0007161962373865,0.7310178869508566,-0.33594582589862965,False
Gentoo,1.1530195521686102,-0.7211376217785548,2.1203557494430902,1.950536787905498,True
Gentoo,0.3128902375694238,-2.0007161962373865,0.894469400185237,0.12135069686219592,False
Gentoo,1.1530195521686102,-1.2774761324128292,1.3848239398883784,0.7093033689832573,True
Gentoo,1.3288605715033233,-0.776771472841982,1.8751784795915196,1.7545525638651442,True
Gentoo,-0.01925391006281155,-1.8894484941105307,1.4665496965055684,0.9052875930236112,False
Gentoo,-0.029022855581407565,-1.8894484941105307,0.894469400185237,-0.009305452498039945,False
Gentoo,-0.029022855581407565,-0.776771472841982,2.1203557494430902,1.5585683398247905,True
Gentoo,-0.029022855581407565,-2.2232516004910954,1.1396466700368078,1.166599891744083,False
Gentoo,0.2933523465322345,0.1133701441728568,1.303098183271188,1.4279121904645546,True
Gentoo,0.5668828210528993,0.1133701441728568,0.894469400185237,0.8399595183434932,False
Gentoo,0.9381027507595159,0.1133701441728568,1.7117269663571393,1.4279121904645546,True
Gentoo,0.2738144554950439,-1.6112792387933936,-0.24969119245542606,0.2520068462224318,False
Gentoo,1.250709007354562,-1.2774761324128292,-0.24969119245542606,1.0359437423838471,True
Gentoo,0.5473449300157087,-1.6112792387933936,-0.24969119245542606,0.9052875930236112,False
Gentoo,0.25427656445785324,-1.0549407281591192,-0.24969119245542606,1.101271817063965,True
Gentoo,0.01982187201156834,-1.8894484941105307,0.7310178869508566,0.12135069686219592,False
Gentoo,0.3519660196438051,-1.2774761324128292,1.7117269663571393,1.0359437423838471,True
Gentoo,-0.09740547421157272,-1.5556453877299663,0.7310178869508566,0.3173349209025497,False
Gentoo,1.3093226804661326,-1.1105745792225465,2.0386299928259,1.7545525638651442,True
Gentoo,0.3128902375694238,-1.945082345173958,0.7310178869508566,-0.009305452498039945,False
Gentoo,0.48873125690413816,-1.3331099834762563,1.7934527229743293,1.4279121904645546,True
Gentoo,0.39104180171818637,-1.8894484941105307,1.2213724266539978,0.2520068462224318,False
Gentoo,-0.029022855581407565,-0.8880391749688374,2.6107102891462315,1.88520871322538,True
Gentoo,0.4105796927553756,0.1133701441728568,1.630001209739949,0.6439752943031394,False
Gentoo,1.19209533424299,-0.27606681327113486,-0.24969119245542606,1.950536787905498,True
Gentoo,0.48873125690413816,-1.6112792387933936,1.2213724266539978,-0.18895765786836427,True
Gentoo,1.1334816611314196,-0.6098699196517003,-0.24969119245542606,2.081192937265734,True
Gentoo,-0.03879180110000219,0.1133701441728568,1.7117269663571393,0.6439752943031394,False
Gentoo,-0.029022855581407565,-1.2774761324128292,1.95690423620871,1.7545525638651442,True
Gentoo,0.7817996224619936,0.1133701441728568,1.3848239398883784,0.7093033689832573,False
Gentoo,0.527807038978518,-0.9436730260322648,-0.24969119245542606,1.0359437423838471,True
Gentoo,0.8794890776479454,-0.9436730260322648,1.7934527229743293,-0.18895765786836427,True
Gentoo,0.5473449300157087,-1.3887438345396836,-0.24969119245542606,1.2972560411043188,False
Gentoo,0.527807038978518,0.1133701441728568,1.3848239398883784,0.6439752943031394,False
Gentoo,-0.029022855581407565,-0.7211376217785548,2.528984532529041,2.081192937265734,True
Gentoo,0.7427238403876123,0.1133701441728568,0.8127436435680467,0.5133191449429035,False
Gentoo,1.4460879177264656,-0.5542360685882721,-0.24969119245542606,2.3425052359862057,True
Gentoo,0.2933523465322345,-1.945082345173958,1.303098183271188,-0.18895765786836427,False
Gentoo,0.2933523465322345,-0.4986022175248458,-0.24969119245542606,2.2771771613060876,True
Gentoo,1.0553300969826584,0.1133701441728568,1.0579209134196175,0.5459831822829625,False
